id,premium,name,department,has_test,response_letter_required,area,salary,salary_range,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,show_contacts,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,accept_labor_contract,civil_law_contracts,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context,branding,brand_snippet,video_vacancy,salary_from,salary_to,salary_currency,has_salary,salary_avg,experience_id,experience_name,estimated_experience_years,published_date,published_year_month,days_since_publication,employer_name,employer_id,area_name,area_id
129807946,False,Младший аналитик данных (стажер),,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Аргуновская улица', 'building': '3к1', 'lat': 55.815782, 'lng': 37.619486, 'description': None, 'raw': 'Москва, Аргуновская улица, 3к1', 'metro': None, 'metro_stations': [], 'id': '545007'}",,,2026-01-23 15:50:49+03:00,2026-01-23T15:50:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129807946,,True,,https://api.hh.ru/vacancies/129807946?host=hh.ru,https://hh.ru/vacancy/129807946,[],"{'id': '683367', 'name': 'Азбука Качества', 'url': 'https://api.hh.ru/employers/683367', 'alternate_url': 'https://hh.ru/employer/683367', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/2062425.png', '90': 'https://img.hhcdn.ru/employer-logo-round/2062426.png', '240': 'https://img.hhcdn.ru/employer-logo-round/2062427.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=683367', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее техническое или экономическое образование (желательно пищевая промышленность). Рассматриваем так же студентов последнего курса соответствующих специальностей! Хорошее знание Excel (формулы...', 'responsibility': 'Подготовка <highlighttext>данных</highlighttext> по выпуску продукции. Подготовка <highlighttext>данных</highlighttext> для анализа производства. Обработка исходных <highlighttext>данных</highlighttext> и подготовка аналитических отчетов. Работа в Excel...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,,,,False,,noExperience,Нет опыта,0.0,2026-01-23,2026-01,1,Азбука Качества,683367,Москва,1
129827419,False,Аналитик данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Ленинградский проспект', 'building': '31ас1', 'lat': 55.783686, 'lng': 37.560107, 'description': None, 'raw': 'Москва, Ленинградский проспект, 31ас1', 'metro': {'station_name': 'Динамо', 'line_name': 'Замоскворецкая', 'station_id': '2.34', 'line_id': '2', 'lat': 55.789704, 'lng': 37.558212}, 'metro_stations': [{'station_name': 'Динамо', 'line_name': 'Замоскворецкая', 'station_id': '2.34', 'line_id': '2', 'lat': 55.789704, 'lng': 37.558212}], 'id': '20513023'}",,,2026-01-24 10:23:00+03:00,2026-01-24T10:23:00+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129827419,True,True,,https://api.hh.ru/vacancies/129827419?host=hh.ru,https://hh.ru/vacancy/129827419,[],"{'id': '1457048', 'name': 'ФК Гранд Капитал', 'url': 'https://api.hh.ru/employers/1457048', 'alternate_url': 'https://hh.ru/employer/1457048', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/2196606.png', '90': 'https://img.hhcdn.ru/employer-logo-round/2196607.png', '240': 'https://img.hhcdn.ru/employer-logo-round/2196608.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1457048', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высокие аналитические способности. Навыки работы с большими объемами <highlighttext>данных</highlighttext>. Уровень владения Excel: Power Query, Power Pivot & Data Model. ', 'responsibility': '...сбор информации, анализ <highlighttext>данных</highlighttext> и их интерпретация, необходимая визуализация, практические рекомендации. Автоматизация процесса импорта и обработки <highlighttext>данных</highlighttext> из разных источников. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}",,,,,,False,,between1And3,От 1 года до 3 лет,2.0,2026-01-24,2026-01,0,ФК Гранд Капитал,1457048,Москва,1
129602300,False,Младший аналитик данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 80000, 'to': None, 'currency': 'RUR', 'gross': True}","{'from': 80000, 'to': None, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}","{'id': 'open', 'name': 'Открытая'}",,,,2026-01-19 14:47:59+03:00,2026-01-19T14:47:59+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129602300,,False,,https://api.hh.ru/vacancies/129602300?host=hh.ru,https://hh.ru/vacancy/129602300,[],"{'id': '5995606', 'name': 'Панина Анастасия Александровна', 'url': 'https://api.hh.ru/employers/5995606', 'alternate_url': 'https://hh.ru/employer/5995606', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5995606', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Умение писать запросы и работать с базами <highlighttext>данных</highlighttext> (SQL).  Базовое владение Python для анализа <highlighttext>данных</highlighttext>.  Понимание основ статистики и теории...', 'responsibility': None}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,80000.0,,RUR,True,80000.0,noExperience,Нет опыта,0.0,2026-01-19,2026-01,5,Панина Анастасия Александровна,5995606,Москва,1
129823226,False,Аналитик данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'бульвар Энтузиастов', 'building': '2', 'lat': 55.746405, 'lng': 37.682592, 'description': None, 'raw': 'Москва, бульвар Энтузиастов, 2', 'metro': {'station_name': 'Площадь Ильича', 'line_name': 'Калининская', 'station_id': '8.112', 'line_id': '8', 'lat': 55.747115, 'lng': 37.680726}, 'metro_stations': [{'station_name': 'Площадь Ильича', 'line_name': 'Калининская', 'station_id': '8.112', 'line_id': '8', 'lat': 55.747115, 'lng': 37.680726}, {'station_name': 'Римская', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.113', 'line_id': '10', 'lat': 55.747027, 'lng': 37.679996}], 'id': '624419'}",,,2026-01-23 23:31:44+03:00,2026-01-23T23:31:44+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129823226,True,False,,https://api.hh.ru/vacancies/129823226?host=hh.ru,https://hh.ru/vacancy/129823226,[],"{'id': '560786', 'name': 'Сравни', 'url': 'https://api.hh.ru/employers/560786', 'alternate_url': 'https://hh.ru/employer/560786', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1443807.png', '90': 'https://img.hhcdn.ru/employer-logo/7394852.png', '240': 'https://img.hhcdn.ru/employer-logo/7394853.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=560786', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Умеете общаться с заказчиками, преобразовывать бизнес-требования в ТЗ на <highlighttext>аналитику</highlighttext>. Имеете навык презентации аналитических результатов на понятном для бизнеса...', 'responsibility': 'Автоматизация рутинных процессов: выгрузка <highlighttext>данных</highlighttext> через SQL и Python, формирование дашбордов и отчётов в Excel. Работа с витринами <highlighttext>данных</highlighttext> (DWH...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'REMOTE', 'name': 'Удалённо'}, {'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}",,,,,,False,,between3And6,От 3 до 6 лет,4.5,2026-01-23,2026-01,1,Сравни,560786,Москва,1
129746806,False,Аналитик данных (Support),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,,"{'id': 'open', 'name': 'Открытая'}",,,,2026-01-22 11:01:09+03:00,2026-01-22T11:01:09+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129746806,,False,,https://api.hh.ru/vacancies/129746806?host=hh.ru,https://hh.ru/vacancy/129746806,[],"{'id': '588914', 'name': 'Aviasales.ru', 'url': 'https://api.hh.ru/employers/588914', 'alternate_url': 'https://hh.ru/employer/588914', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/3583414.png', '90': 'https://img.hhcdn.ru/employer-logo-round/3583415.png', '240': 'https://img.hhcdn.ru/employer-logo-round/3583416.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=588914', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт в data-<highlighttext>аналитике</highlighttext> от 3х лет. Опыт в рамках <highlighttext>аналитики</highlighttext> саппорта будет большим плюсом. Умение наглядно и просто...', 'responsibility': 'Составлять ТЗ разработке и дата-инженерам на сбор <highlighttext>данных</highlighttext>, изучать API внешних сервисов. Собирать витрины <highlighttext>данных</highlighttext> и агрегаты из разных...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,,,,False,,between1And3,От 1 года до 3 лет,2.0,2026-01-22,2026-01,2,Aviasales.ru,588914,Москва,1
129692367,False,Аналитик данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Филёвская линия', 'building': 'метро Киевская', 'lat': 55.743588, 'lng': 37.565587, 'description': None, 'raw': 'Москва, Филёвская линия, метро Киевская', 'metro': {'station_name': 'Киевская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.47', 'line_id': '3', 'lat': 55.743117, 'lng': 37.564132}, 'metro_stations': [{'station_name': 'Киевская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.47', 'line_id': '3', 'lat': 55.743117, 'lng': 37.564132}, {'station_name': 'Киевская', 'line_name': 'Филевская', 'station_id': '4.48', 'line_id': '4', 'lat': 55.743168, 'lng': 37.565425}, {'station_name': 'Киевская', 'line_name': 'Кольцевая', 'station_id': '5.49', 'line_id': '5', 'lat': 55.74361, 'lng': 37.56735}, {'station_name': 'Студенческая', 'line_name': 'Филевская', 'station_id': '4.136', 'line_id': '4', 'lat': 55.738761, 'lng': 37.54842}], 'id': '22243725'}",,,2026-01-21 09:59:15+03:00,2026-01-21T09:59:15+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129692367,,False,,https://api.hh.ru/vacancies/129692367?host=hh.ru,https://hh.ru/vacancy/129692367,[],"{'id': '12312458', 'name': 'Контроль Москвы', 'url': 'https://api.hh.ru/employers/12312458', 'alternate_url': 'https://hh.ru/employer/12312458', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1463617.png', '90': 'https://img.hhcdn.ru/employer-logo/7474078.png', '240': 'https://img.hhcdn.ru/employer-logo/7474079.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=12312458', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Владение Excel на продвинутом уровне, использование сложных формул, сводных таблиц, моделей <highlighttext>данных</highlighttext>. Опыт работы в Power Query будет вашим преимуществом. ', 'responsibility': 'Обработка, структурирование и анализ массива <highlighttext>данных</highlighttext>. Операционный анализ деятельности юридических лиц (застройщиков и генеральных подрядчиков). Подготовка презентационных материалов, справок и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,,,,False,,between1And3,От 1 года до 3 лет,2.0,2026-01-21,2026-01,3,Контроль Москвы,12312458,Москва,1
129146214,False,Дата аналитик (Поиск),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Поклонная улица', 'building': '3', 'lat': 55.736174, 'lng': 37.533185, 'description': None, 'raw': 'Москва, Поклонная улица, 3', 'metro': {'station_name': 'Кутузовская', 'line_name': 'Филевская', 'station_id': '4.73', 'line_id': '4', 'lat': 55.740544, 'lng': 37.5341}, 'metro_stations': [{'station_name': 'Кутузовская', 'line_name': 'Филевская', 'station_id': '4.73', 'line_id': '4', 'lat': 55.740544, 'lng': 37.5341}, {'station_name': 'Кутузовская', 'line_name': 'МЦК', 'station_id': '95.536', 'line_id': '95', 'lat': 55.740833, 'lng': 37.533333}, {'station_name': 'Парк Победы', 'line_name': 'Арбатско-Покровская', 'station_id': '3.173', 'line_id': '3', 'lat': 55.735679, 'lng': 37.516865}, {'station_name': 'Студенческая', 'line_name': 'Филевская', 'station_id': '4.136', 'line_id': '4', 'lat': 55.738761, 'lng': 37.54842}], 'id': '4429151'}",,,2025-12-29 14:51:22+03:00,2025-12-29T14:51:22+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129146214,True,False,,https://api.hh.ru/vacancies/129146214?host=hh.ru,https://hh.ru/vacancy/129146214,[],"{'id': '1829949', 'name': 'Звук', 'url': 'https://api.hh.ru/employers/1829949', 'alternate_url': 'https://hh.ru/employer/1829949', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/6049884.png', '90': 'https://img.hhcdn.ru/employer-logo-round/6049885.png', '240': 'https://img.hhcdn.ru/employer-logo-round/6049886.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1829949', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы дата-<highlighttext>аналитиком</highlighttext> от 2х лет в крупных ИТ-компаниях, телекоме или музыкальной сфере на аналогичной позиции. ', 'responsibility': 'В этой роли у тебя будет возможность поработать в команде дата-<highlighttext>аналитики</highlighttext> над направлением Поиска. Тебя ожидает плотное взаимодействие с...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'REMOTE', 'name': 'Удалённо'}, {'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}",,,,,,False,,between3And6,От 3 до 6 лет,4.5,2025-12-29,2025-12,26,Звук,1829949,Москва,1
129424033,False,Аналитик данных (эксперт Excel),,False,False,"{'id': '66', 'name': 'Нижний Новгород', 'url': 'https://api.hh.ru/areas/66'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Нижний Новгород', 'street': 'улица Нартова', 'building': '6к6', 'lat': 56.2814431578961, 'lng': 43.99578188591335, 'description': None, 'raw': 'Нижний Новгород, улица Нартова, 6к6', 'metro': {'station_name': 'Горьковская', 'line_name': 'Автозаводская', 'station_id': '50.278', 'line_id': '50', 'lat': 56.313933, 'lng': 43.99482}, 'metro_stations': [{'station_name': 'Горьковская', 'line_name': 'Автозаводская', 'station_id': '50.278', 'line_id': '50', 'lat': 56.313933, 'lng': 43.99482}], 'id': '16215304'}",,,2026-01-14 14:33:14+03:00,2026-01-14T14:33:14+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129424033,,True,,https://api.hh.ru/vacancies/129424033?host=hh.ru,https://hh.ru/vacancy/129424033,[],"{'id': '1978722', 'name': 'ЛантаСервис', 'url': 'https://api.hh.ru/employers/1978722', 'alternate_url': 'https://hh.ru/employer/1978722', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/1595933.png', '90': 'https://img.hhcdn.ru/employer-logo-round/1595934.png', '240': 'https://img.hhcdn.ru/employer-logo-round/1595935.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1978722', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт автоматизации процессов с помощью VBA/Macros. Навыки работы с большими массивами <highlighttext>данных</highlighttext>. Высокая степень ответственности и организованности. ', 'responsibility': 'Анализ и обработка больших объемов <highlighttext>данных</highlighttext>. Создание и поддержка аналитических инструментов и дашбордов. Оптимизация бизнес-процессов с помощью MS Excel. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'REMOTE', 'name': 'Удалённо'}, {'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,,,,False,,between1And3,От 1 года до 3 лет,2.0,2026-01-14,2026-01,10,ЛантаСервис,1978722,Нижний Новгород,66
129671355,False,Аналитик данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,,"{'id': 'open', 'name': 'Открытая'}",,,,2026-01-20 17:35:14+03:00,2026-01-20T17:35:14+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129671355,True,False,,https://api.hh.ru/vacancies/129671355?host=hh.ru,https://hh.ru/vacancy/129671355,[],"{'id': '2460946', 'name': 'Самокат (ООО Умный ритейл)', 'url': 'https://api.hh.ru/employers/2460946', 'alternate_url': 'https://hh.ru/employer/2460946', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/7163566.png', '90': 'https://img.hhcdn.ru/employer-logo-round/7163567.png', '240': 'https://img.hhcdn.ru/employer-logo-round/7163568.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2460946', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы на аналогичной позиции (<highlighttext>аналитике</highlighttext>/планировании/юнит-экономике) от 2-х лет. Excel на уровне “строю модели”: сложные формулы...', 'responsibility': '...руководства, защищать расчеты на встречах. Работать с данными: постановка требований к витринам/выгрузкам, сбор <highlighttext>данных</highlighttext> из источников, контроль качества <highlighttext>данных</highlighttext>.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}",,,,,,False,,between1And3,От 1 года до 3 лет,2.0,2026-01-20,2026-01,4,Самокат (ООО Умный ритейл),2460946,Москва,1
129809750,False,Аналитик данных,,False,False,"{'id': '43', 'name': 'Калуга', 'url': 'https://api.hh.ru/areas/43'}","{'from': 40000, 'to': 45000, 'currency': 'RUR', 'gross': True}","{'from': 40000, 'to': 45000, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Калуга', 'street': 'улица Платова', 'building': '6А', 'lat': 54.531581, 'lng': 36.296672, 'description': None, 'raw': 'Калуга, улица Платова, 6А', 'metro': None, 'metro_stations': [], 'id': '19335504'}",,,2026-01-23 16:20:09+03:00,2026-01-23T16:20:09+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129809750,,True,,https://api.hh.ru/vacancies/129809750?host=hh.ru,https://hh.ru/vacancy/129809750,[],"{'id': '8947176', 'name': 'Координационный центр КГУ им. К.Э. Циолковского', 'url': 'https://api.hh.ru/employers/8947176', 'alternate_url': 'https://hh.ru/employer/8947176', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=8947176', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': '...<highlighttext>данных</highlighttext> и проводить их анализ. Способность ясно и четко излагать результаты анализа. Готовность учиться и развиваться в области <highlighttext>аналитики</highlighttext> <highlighttext>данных</highlighttext>.', 'responsibility': 'Анализировать массивы <highlighttext>данных</highlighttext> для выявления ключевых тенденций и закономерностей. Составлять аналитические отчеты, которые помогут в принятии стратегических решений. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,40000.0,45000.0,RUR,True,42500.0,noExperience,Нет опыта,0.0,2026-01-23,2026-01,1,Координационный центр КГУ им. К.Э. Циолковского,8947176,Калуга,43
